# time(ps)  pca.eig-1  pca.eig-2  pca.residual  metad.bias(kJ/mol)  Rg(nm)  SASA(nm^2)
25271.000000 -0.000356 0.000111 0.325703 65.987084 2.992170 397.459000
25272.000000 -0.000349 0.000086 0.326267 65.788279 2.989970 393.513000
25273.000000 -0.000351 0.000060 0.324957 64.411168 2.990430 395.712000
25274.000000 -0.000345 0.000061 0.324867 65.148255 2.993790 397.717000
25275.000000 -0.000309 0.000088 0.322491 71.803969 2.991190 394.587000
25276.000000 -0.000312 0.000066 0.322053 69.949460 2.996470 399.177000
25277.000000 -0.000346 0.000024 0.322395 64.067734 2.995640 397.821000
25278.000000 -0.000368 0.000019 0.321965 61.520231 2.995520 394.553000
25279.000000 -0.000353 0.000027 0.326632 63.266794 3.001640 397.998000
25280.000000 -0.000324 0.000012 0.328211 66.280174 2.995490 396.753000
25281.000000 -0.000319 0.000005 0.326756 66.677166 2.995110 397.561000
25282.000000 -0.000296 0.000004 0.324446 69.008937 2.993750 398.812000
25283.000000 -0.000271 -0.000011 0.324764 70.914530 2.989720 397.130000
25284.000000 -0.000216 -0.000001 0.325420 78.634079 2.992660 398.123000
25285.000000 -0.000186 0.000025 0.319664 84.984073 2.985530 393.284000
25286.000000 -0.000184 0.000034 0.317723 85.758593 2.986320 394.195000
25287.000000 -0.000204 0.000038 0.319325 82.852972 2.989480 389.276000
25288.000000 -0.000195 0.000055 0.318359 85.356719 2.986270 396.176000
25289.000000 -0.000207 0.000043 0.319637 82.634090 2.986050 394.973000
25290.000000 -0.000234 0.000053 0.320713 79.264503 2.988450 396.730000
25291.000000 -0.000242 0.000082 0.322037 80.393864 2.990230 398.010000
25292.000000 -0.000236 0.000118 0.321501 84.608709 2.990720 395.107000
25293.000000 -0.000220 0.000122 0.320244 87.171661 2.981730 391.366000
25294.000000 -0.000183 0.000139 0.318266 93.615214 2.973140 392.643000
25295.000000 -0.000205 0.000126 0.316529 89.588761 2.979090 397.368000
25296.000000 -0.000235 0.000107 0.315275 83.560716 2.977470 395.641000
25297.000000 -0.000257 0.000088 0.315299 78.855501 2.974940 398.731000
25298.000000 -0.000243 0.000096 0.317628 81.488246 2.977420 392.742000
25299.000000 -0.000215 0.000078 0.317056 84.116738 2.974200 393.903000
25300.000000 -0.000234 0.000034 0.316169 77.838270 2.976380 395.058000
25301.000000 -0.000226 0.000022 0.316222 78.267927 2.979730 393.761000
25302.000000 -0.000196 0.000027 0.316263 83.415572 2.978240 394.717000
25303.000000 -0.000197 0.000005 0.316455 81.938187 2.981020 393.446000
25304.000000 -0.000219 0.000019 0.318411 79.177206 2.980210 392.573000
25305.000000 -0.000244 0.000007 0.319452 74.822399 2.989500 396.211000
25306.000000 -0.000253 0.000055 0.322166 76.794183 2.992340 400.204000
25307.000000 -0.000255 0.000065 0.321916 77.300522 2.986750 393.747000
25308.000000 -0.000242 0.000059 0.321731 78.574189 2.983340 397.820000
25309.000000 -0.000259 0.000042 0.323576 75.045117 2.985320 395.567000
25310.000000 -0.000250 0.000040 0.327594 76.044399 2.982810 394.206000
25311.000000 -0.000219 0.000053 0.327178 81.476547 2.982080 393.236000
25312.000000 -0.000192 0.000057 0.327427 85.894666 2.991080 394.330000
25313.000000 -0.000195 0.000046 0.324979 84.783421 2.985110 394.983000
25314.000000 -0.000204 0.000042 0.322117 83.124842 2.984540 398.126000
25315.000000 -0.000203 0.000036 0.325711 82.843338 2.981120 393.962000
25316.000000 -0.000193 0.000023 0.323129 83.566331 2.979140 395.312000
25317.000000 -0.000185 0.000034 0.321618 85.619046 2.981570 394.544000
25318.000000 -0.000175 0.000017 0.321929 86.585690 2.982550 392.123000
25319.000000 -0.000182 0.000002 0.321237 84.597665 2.982030 392.867000
25320.000000 -0.000177 -0.000020 0.317101 84.501206 2.985850 397.249000
25321.000000 -0.000166 -0.000024 0.318691 86.547099 2.987050 395.994000
25322.000000 -0.000163 -0.000019 0.318174 87.313889 2.993290 397.460000
25323.000000 -0.000172 -0.000021 0.317640 85.348382 2.991730 396.689000
25324.000000 -0.000183 -0.000014 0.315772 83.710302 2.985260 394.813000
25325.000000 -0.000206 0.000004 0.317195 80.506103 2.983370 391.290000
25326.000000 -0.000209 -0.000018 0.317566 78.979647 2.984480 393.943000
25327.000000 -0.000184 -0.000032 0.319666 82.813279 2.987320 397.617000
25328.000000 -0.000140 -0.000058 0.316539 90.832840 2.987110 396.897000
25329.000000 -0.000118 -0.000052 0.317301 95.405958 2.989800 396.969000
25330.000000 -0.000104 -0.000075 0.316239 97.625368 2.979570 395.545000
25331.000000 -0.000125 -0.000109 0.318258 92.782182 2.982760 394.880000
25332.000000 -0.000147 -0.000136 0.320589 88.045643 2.984380 395.291000
25333.000000 -0.000168 -0.000164 0.321086 84.116195 2.985330 398.333000
25334.000000 -0.000166 -0.000152 0.319022 84.549264 2.983900 395.447000
25335.000000 -0.000173 -0.000145 0.319665 83.308276 2.984910 399.770000
25336.000000 -0.000163 -0.000187 0.318555 85.252292 2.986940 397.143000
25337.000000 -0.000127 -0.000204 0.319913 91.442091 2.988680 396.499000
25338.000000 -0.000103 -0.000259 0.321693 94.850878 2.987190 396.555000
25339.000000 -0.000096 -0.000263 0.325136 95.679393 2.989100 397.707000
25340.000000 -0.000099 -0.000288 0.324316 95.466785 2.987810 396.349000
25341.000000 -0.000117 -0.000278 0.325142 93.349232 2.985810 392.435000
25342.000000 -0.000117 -0.000285 0.323348 93.391595 2.988900 393.755000
25343.000000 -0.000081 -0.000255 0.319408 97.447865 2.987040 395.516000
25344.000000 -0.000078 -0.000239 0.319862 98.090232 2.985850 397.297000
25345.000000 -0.000092 -0.000250 0.320146 96.202817 2.990990 396.823000
25346.000000 -0.000072 -0.000257 0.315627 98.541099 2.985300 397.187000
25347.000000 -0.000070 -0.000267 0.319804 98.567523 2.990390 396.552000
25348.000000 -0.000086 -0.000275 0.319724 96.860316 2.989290 395.237000
25349.000000 -0.000117 -0.000287 0.321451 93.484911 2.995360 397.160000
25350.000000 -0.000121 -0.000257 0.320250 92.548494 2.996310 399.002000
25351.000000 -0.000123 -0.000267 0.323604 92.428116 2.997120 395.612000
25352.000000 -0.000131 -0.000300 0.327085 92.167501 3.001840 395.528000
25353.000000 -0.000098 -0.000314 0.322926 95.911044 2.998230 395.220000
25354.000000 -0.000095 -0.000297 0.321950 95.995282 2.995540 395.819000
25355.000000 -0.000113 -0.000245 0.322065 93.473688 2.996110 398.073000
25356.000000 -0.000116 -0.000198 0.321805 93.108043 2.999180 393.459000
25357.000000 -0.000112 -0.000181 0.319376 94.010667 2.995850 395.665000
25358.000000 -0.000116 -0.000187 0.323515 93.275782 3.000140 395.297000
25359.000000 -0.000108 -0.000216 0.327967 94.230065 2.997650 394.236000
25360.000000 -0.000098 -0.000236 0.328909 95.551008 3.002670 395.027000
25361.000000 -0.000095 -0.000257 0.327952 95.813840 2.996960 395.279000
25362.000000 -0.000143 -0.000252 0.327720 89.372668 3.001710 392.393000
25363.000000 -0.000150 -0.000212 0.328656 87.627209 3.000880 395.719000
25364.000000 -0.000117 -0.000221 0.326371 92.855106 2.997340 393.680000
25365.000000 -0.000115 -0.000232 0.326224 93.155401 2.998720 392.819000
25366.000000 -0.000150 -0.000237 0.327889 88.070863 2.998840 390.754000
25367.000000 -0.000178 -0.000196 0.329331 82.905790 2.998540 391.790000
25368.000000 -0.000199 -0.000180 0.327980 79.602646 3.000750 395.673000
25369.000000 -0.000190 -0.000168 0.329743 80.577353 2.998570 393.923000
25370.000000 -0.000192 -0.000133 0.332336 79.877034 2.997910 395.805000
25371.000000 -0.000187 -0.000105 0.331018 80.749293 2.996540 396.242000
25372.000000 -0.000152 -0.000050 0.327907 88.489254 2.989340 393.942000
25373.000000 -0.000176 -0.000012 0.326780 85.102072 2.989970 394.675000
25374.000000 -0.000192 -0.000031 0.326919 81.280162 2.989840 390.248000
25375.000000 -0.000171 -0.000073 0.326608 84.142203 2.992100 395.509000
25376.000000 -0.000152 -0.000093 0.324805 87.612795 2.990160 391.154000
25377.000000 -0.000129 -0.000085 0.322865 92.355968 2.986630 391.527000
25378.000000 -0.000164 -0.000087 0.321739 85.272118 2.988310 391.918000
25379.000000 -0.000173 -0.000079 0.323840 83.642195 2.987050 394.128000
25380.000000 -0.000171 -0.000042 0.321238 84.993178 2.993700 394.419000
25381.000000 -0.000148 -0.000028 0.325434 89.986728 2.996540 397.700000
25382.000000 -0.000150 -0.000036 0.324262 89.373981 2.991330 390.496000
25383.000000 -0.000152 -0.000052 0.323482 88.542930 2.996210 393.790000
25384.000000 -0.000163 -0.000075 0.323846 85.661284 2.997880 395.909000
25385.000000 -0.000174 -0.000075 0.322192 83.486101 2.989470 392.114000
25386.000000 -0.000183 -0.000084 0.324713 81.644459 2.996040 392.572000
25387.000000 -0.000155 -0.000099 0.321114 86.997363 2.993080 389.841000
25388.000000 -0.000163 -0.000133 0.321110 85.061973 2.994270 390.661000
25389.000000 -0.000145 -0.000149 0.321706 88.435376 2.996990 393.547000
25390.000000 -0.000131 -0.000173 0.321924 90.825892 2.999250 393.135000
25391.000000 -0.000145 -0.000191 0.320317 88.306134 2.997840 395.640000
25392.000000 -0.000150 -0.000208 0.320462 87.670112 2.997030 395.725000
25393.000000 -0.000128 -0.000204 0.317924 91.275861 2.994440 396.814000
25394.000000 -0.000131 -0.000212 0.317644 90.720386 2.997680 393.913000
25395.000000 -0.000184 -0.000230 0.316635 83.148513 3.000070 392.486000
25396.000000 -0.000183 -0.000225 0.315652 83.123764 2.999530 393.810000
25397.000000 -0.000191 -0.000222 0.314879 81.950618 2.995570 393.935000
25398.000000 -0.000173 -0.000212 0.315446 84.049891 2.995530 393.694000
25399.000000 -0.000155 -0.000241 0.315247 87.451010 2.993760 389.292000
25400.000000 -0.000167 -0.000242 0.313101 85.748864 2.993150 389.581000
25401.000000 -0.000173 -0.000252 0.313974 85.297128 2.994260 392.265000
25402.000000 -0.000178 -0.000218 0.312223 83.543957 2.988990 394.116000
25403.000000 -0.000150 -0.000200 0.309897 87.590500 2.991560 389.713000
25404.000000 -0.000125 -0.000167 0.311049 91.952792 2.989790 392.366000
25405.000000 -0.000146 -0.000201 0.307640 88.215602 2.986470 391.496000
25406.000000 -0.000172 -0.000236 0.309424 84.890606 2.993660 390.754000
25407.000000 -0.000178 -0.000243 0.312554 84.314256 2.993030 393.833000
25408.000000 -0.000196 -0.000253 0.317543 82.689868 2.995860 387.787000
25409.000000 -0.000216 -0.000239 0.318256 80.256517 2.995980 389.657000
25410.000000 -0.000212 -0.000218 0.317035 79.465603 2.997180 395.305000
25411.000000 -0.000166 -0.000216 0.313825 85.263391 2.988940 393.750000
25412.000000 -0.000126 -0.000218 0.312958 91.497134 2.988470 397.627000
25413.000000 -0.000127 -0.000232 0.309114 91.443055 2.984280 395.912000
25414.000000 -0.000155 -0.000251 0.312294 87.641016 2.988180 392.797000
25415.000000 -0.000176 -0.000262 0.307706 85.241826 2.994080 399.255000
25416.000000 -0.000162 -0.000279 0.306933 87.668240 2.994630 392.652000
25417.000000 -0.000135 -0.000320 0.310537 92.255989 2.987100 395.291000
25418.000000 -0.000115 -0.000340 0.310381 94.902564 2.993040 394.513000
25419.000000 -0.000121 -0.000307 0.308123 93.440910 2.989110 393.556000
25420.000000 -0.000134 -0.000252 0.307930 90.667163 2.988840 395.562000
25421.000000 -0.000133 -0.000223 0.305022 90.484598 2.985200 391.980000
25422.000000 -0.000149 -0.000241 0.309883 88.317192 2.986680 393.274000
25423.000000 -0.000163 -0.000224 0.310056 85.856794 2.982910 395.612000
25424.000000 -0.000167 -0.000199 0.312588 84.733515 2.982130 389.021000
25425.000000 -0.000136 -0.000190 0.310887 89.974070 2.981410 394.030000
25426.000000 -0.000114 -0.000176 0.310232 93.748258 2.980090 393.598000
25427.000000 -0.000123 -0.000155 0.308944 92.513033 2.983350 397.990000
25428.000000 -0.000140 -0.000137 0.306264 89.407695 2.983210 393.721000
25429.000000 -0.000159 -0.000145 0.304706 85.805089 2.984070 391.937000
25430.000000 -0.000142 -0.000131 0.308704 89.148406 2.985720 395.213000
25431.000000 -0.000138 -0.000111 0.306548 90.132120 2.981600 395.256000
25432.000000 -0.000136 -0.000118 0.306490 90.437598 2.982050 396.727000
25433.000000 -0.000143 -0.000129 0.306547 88.957086 2.981480 393.215000
25434.000000 -0.000131 -0.000137 0.311555 91.194272 2.979070 393.125000
25435.000000 -0.000126 -0.000149 0.308999 92.049255 2.981880 392.916000
25436.000000 -0.000121 -0.000109 0.304599 93.501497 2.982890 393.849000
25437.000000 -0.000108 -0.000115 0.306560 95.932578 2.981380 393.080000
25438.000000 -0.000115 -0.000129 0.307234 94.303896 2.971630 392.726000
25439.000000 -0.000145 -0.000145 0.308237 88.386706 2.977290 390.236000
25440.000000 -0.000144 -0.000160 0.309730 88.524261 2.978790 396.394000
25441.000000 -0.000133 -0.000186 0.311590 90.429417 2.984410 392.700000
25442.000000 -0.000098 -0.000204 0.314893 95.907595 2.982550 394.728000
25443.000000 -0.000086 -0.000199 0.318811 97.683423 2.978920 393.414000
25444.000000 -0.000111 -0.000211 0.317821 93.875509 2.977860 390.445000
25445.000000 -0.000103 -0.000191 0.317712 95.221996 2.981730 390.696000
25446.000000 -0.000108 -0.000155 0.319183 95.086005 2.982390 389.952000
25447.000000 -0.000129 -0.000099 0.316607 92.063877 2.982460 392.327000
25448.000000 -0.000124 -0.000101 0.317720 93.098043 2.979150 391.378000
25449.000000 -0.000145 -0.000098 0.314019 88.970374 2.982090 394.409000
25450.000000 -0.000156 -0.000091 0.313548 86.829100 2.981900 394.094000
25451.000000 -0.000178 -0.000093 0.314865 82.454179 2.979590 394.834000
25452.000000 -0.000193 -0.000061 0.314520 80.233355 2.976240 389.374000
25453.000000 -0.000165 -0.000039 0.310048 86.173616 2.973210 392.423000
25454.000000 -0.000156 -0.000014 0.310614 88.806372 2.969950 388.741000
25455.000000 -0.000140 -0.000030 0.312609 91.443737 2.967630 388.417000
25456.000000 -0.000118 -0.000062 0.310990 95.087985 2.972030 391.100000
25457.000000 -0.000122 -0.000106 0.312299 93.422461 2.971890 388.426000
25458.000000 -0.000128 -0.000161 0.315687 91.534343 2.978970 393.009000
25459.000000 -0.000097 -0.000191 0.313014 96.171664 2.975660 390.148000
25460.000000 -0.000113 -0.000197 0.312888 93.723623 2.977140 390.724000
25461.000000 -0.000133 -0.000187 0.318882 90.498316 2.978760 388.176000
25462.000000 -0.000118 -0.000178 0.318848 93.004409 2.983120 393.027000
25463.000000 -0.000114 -0.000159 0.319321 94.018478 2.985350 390.675000
25464.000000 -0.000111 -0.000133 0.321039 94.952190 2.983040 388.081000
25465.000000 -0.000075 -0.000145 0.321163 100.713889 2.985510 390.697000
25466.000000 -0.000087 -0.000162 0.320129 98.359463 2.987370 394.471000
25467.000000 -0.000069 -0.000192 0.316695 100.361045 2.982200 391.387000
25468.000000 -0.000072 -0.000158 0.314868 100.851702 2.985380 387.563000
25469.000000 -0.000092 -0.000182 0.315751 97.176391 2.990000 395.518000
25470.000000 -0.000119 -0.000167 0.316479 92.959919 2.987280 389.440000
25471.000000 -0.000114 -0.000208 0.315404 93.379517 2.983420 388.824000
25472.000000 -0.000137 -0.000214 0.315936 89.875098 2.986180 391.369000
25473.000000 -0.000127 -0.000205 0.314518 91.354072 2.984850 391.567000
25474.000000 -0.000120 -0.000184 0.317035 92.565346 2.988260 391.906000
25475.000000 -0.000107 -0.000189 0.319524 94.746581 2.983320 393.527000
25476.000000 -0.000136 -0.000204 0.321322 89.897025 2.983750 388.439000
25477.000000 -0.000171 -0.000227 0.322703 84.767541 2.984670 394.091000
25478.000000 -0.000205 -0.000198 0.322457 79.379973 2.980280 388.937000
25479.000000 -0.000223 -0.000187 0.320164 77.194404 2.985440 389.286000
25480.000000 -0.000220 -0.000177 0.316779 77.099733 2.985290 392.883000
25481.000000 -0.000228 -0.000181 0.314700 76.452579 2.989610 390.535000
25482.000000 -0.000223 -0.000218 0.317906 78.589112 2.988130 392.315000
25483.000000 -0.000229 -0.000233 0.318955 78.984994 2.995030 395.137000
25484.000000 -0.000233 -0.000227 0.317449 78.370219 2.989800 393.773000
25485.000000 -0.000235 -0.000228 0.318397 78.262193 2.994300 392.156000
25486.000000 -0.000227 -0.000198 0.320658 77.314261 2.992160 392.202000
25487.000000 -0.000187 -0.000186 0.317460 81.461036 2.988970 390.537000
25488.000000 -0.000175 -0.000217 0.316650 83.956510 2.993800 393.427000
25489.000000 -0.000169 -0.000230 0.314785 85.152593 2.993030 395.629000
25490.000000 -0.000146 -0.000242 0.314711 88.715428 2.991290 393.675000
25491.000000 -0.000151 -0.000223 0.318529 87.720525 2.991620 395.504000
25492.000000 -0.000156 -0.000237 0.318919 87.219213 2.988240 394.283000
25493.000000 -0.000172 -0.000212 0.315914 84.316616 2.989960 395.368000
25494.000000 -0.000153 -0.000203 0.314434 87.160797 2.984580 394.805000
25495.000000 -0.000149 -0.000189 0.312531 87.726034 2.988700 392.565000
25496.000000 -0.000146 -0.000216 0.312735 88.342186 2.983100 391.866000
25497.000000 -0.000148 -0.000268 0.316761 89.105253 2.987070 397.216000
25498.000000 -0.000107 -0.000307 0.319460 94.852563 2.985450 396.234000
25499.000000 -0.000117 -0.000325 0.320477 94.325558 2.987720 390.666000
25500.000000 -0.000118 -0.000317 0.318220 94.016623 2.983410 387.848000
25501.000000 -0.000114 -0.000290 0.319670 93.873978 2.986580 393.860000
25502.000000 -0.000155 -0.000290 0.320434 88.905191 2.987330 392.779000
25503.000000 -0.000160 -0.000315 0.319133 89.376362 2.985530 392.093000
25504.000000 -0.000154 -0.000341 0.321521 91.178738 2.983750 391.733000
25505.000000 -0.000149 -0.000372 0.321636 93.108993 2.978060 389.607000
25506.000000 -0.000175 -0.000410 0.321381 93.219197 2.989950 393.163000
25507.000000 -0.000202 -0.000437 0.323980 93.341517 2.990410 392.052000
25508.000000 -0.000216 -0.000444 0.325718 93.047452 2.995130 395.315000
25509.000000 -0.000201 -0.000451 0.326850 94.113385 2.991370 390.771000
25510.000000 -0.000227 -0.000433 0.328370 91.864638 2.993940 391.730000
25511.000000 -0.000241 -0.000395 0.326163 88.904266 2.995100 392.549000
25512.000000 -0.000225 -0.000404 0.329512 90.257474 2.995360 387.433000
25513.000000 -0.000260 -0.000422 0.331762 89.587518 2.999750 390.824000
25514.000000 -0.000261 -0.000435 0.333821 90.258879 3.002410 392.392000
25515.000000 -0.000225 -0.000451 0.334405 92.962827 3.002030 392.018000
25516.000000 -0.000176 -0.000446 0.332246 94.960931 2.994500 386.632000
25517.000000 -0.000148 -0.000449 0.326746 96.463307 2.992600 390.927000
25518.000000 -0.000171 -0.000423 0.325980 94.091062 2.994200 392.543000
25519.000000 -0.000189 -0.000448 0.326415 94.465691 2.991440 390.571000
25520.000000 -0.000191 -0.000458 0.327234 94.877044 2.995190 389.377000
25521.000000 -0.000200 -0.000467 0.328256 94.964650 2.996400 387.832000
25522.000000 -0.000200 -0.000458 0.327650 94.515576 2.997380 388.286000
25523.000000 -0.000207 -0.000452 0.326710 93.928758 3.002300 386.932000
25524.000000 -0.000224 -0.000468 0.329084 93.938871 3.000320 390.160000
25525.000000 -0.000208 -0.000460 0.327984 94.307860 3.000860 391.170000
25526.000000 -0.000193 -0.000435 0.327572 93.647183 3.000060 392.911000
25527.000000 -0.000218 -0.000413 0.326139 91.162235 2.994160 390.638000
25528.000000 -0.000218 -0.000427 0.326543 92.006231 2.997740 390.289000
25529.000000 -0.000231 -0.000446 0.328434 92.409202 2.999630 392.698000
25530.000000 -0.000223 -0.000419 0.328061 91.294495 2.992700 389.967000
25531.000000 -0.000258 -0.000393 0.327384 88.047216 2.994110 389.820000
25532.000000 -0.000263 -0.000375 0.330808 86.715433 2.992270 385.162000
25533.000000 -0.000292 -0.000358 0.333859 84.899604 2.999960 392.778000
25534.000000 -0.000318 -0.000325 0.331825 81.762242 3.000110 392.737000
25535.000000 -0.000327 -0.000305 0.329370 79.943637 3.000520 389.231000
25536.000000 -0.000337 -0.000318 0.333405 80.010077 3.003460 393.333000
25537.000000 -0.000341 -0.000347 0.331452 81.312152 3.001640 392.908000
25538.000000 -0.000312 -0.000360 0.329283 84.212438 3.001470 389.576000
25539.000000 -0.000274 -0.000338 0.325698 84.061215 2.995730 389.263000
25540.000000 -0.000247 -0.000311 0.325282 83.077926 2.994830 394.952000
25541.000000 -0.000234 -0.000325 0.323687 84.565147 2.992060 395.719000
25542.000000 -0.000204 -0.000290 0.323437 84.039265 2.994640 396.530000
25543.000000 -0.000222 -0.000246 0.321593 80.143127 2.990470 393.594000
25544.000000 -0.000192 -0.000214 0.316429 81.572501 2.987420 393.661000
25545.000000 -0.000176 -0.000191 0.315675 83.172641 2.985170 393.137000
25546.000000 -0.000191 -0.000237 0.318367 82.491062 2.987610 394.593000
25547.000000 -0.000190 -0.000284 0.319054 84.905957 2.989390 393.608000
25548.000000 -0.000194 -0.000323 0.321572 86.854361 2.990190 393.019000
25549.000000 -0.000218 -0.000331 0.321013 85.838842 2.998440 394.699000
25550.000000 -0.000238 -0.000334 0.322168 85.031460 2.994910 393.061000
25551.000000 -0.000244 -0.000320 0.319419 83.775839 2.996270 390.444000
25552.000000 -0.000236 -0.000324 0.324867 84.461427 2.997840 392.717000
25553.000000 -0.000250 -0.000331 0.323985 84.344292 2.996640 393.417000
25554.000000 -0.000240 -0.000290 0.326192 81.919726 2.991090 391.067000
25555.000000 -0.000228 -0.000259 0.328641 80.517529 2.995620 394.525000
25556.000000 -0.000233 -0.000255 0.334678 79.992688 2.998340 394.871000
25557.000000 -0.000243 -0.000263 0.334170 80.005534 2.996880 389.865000
25558.000000 -0.000270 -0.000256 0.334839 78.699090 2.999790 393.450000
25559.000000 -0.000277 -0.000253 0.334675 78.346952 2.999160 390.699000
25560.000000 -0.000254 -0.000249 0.331548 78.719415 3.001410 393.327000
25561.000000 -0.000240 -0.000278 0.330124 81.140812 2.999110 392.841000
25562.000000 -0.000201 -0.000273 0.331133 83.302994 2.996220 394.992000
25563.000000 -0.000185 -0.000263 0.328746 84.293228 2.990210 390.852000
25564.000000 -0.000158 -0.000289 0.330607 88.596315 2.990930 392.110000
25565.000000 -0.000162 -0.000299 0.330071 88.534962 2.993020 396.171000
25566.000000 -0.000150 -0.000286 0.325243 89.367624 2.989780 393.314000
25567.000000 -0.000151 -0.000275 0.321730 88.953615 2.988110 388.893000
25568.000000 -0.000129 -0.000294 0.321568 92.143817 2.984380 389.630000
25569.000000 -0.000131 -0.000345 0.319611 93.580183 2.989150 393.169000
25570.000000 -0.000145 -0.000349 0.316267 92.457425 2.988490 388.170000
25571.000000 -0.000174 -0.000353 0.314832 90.130283 2.988830 391.138000
25572.000000 -0.000166 -0.000340 0.316398 90.096005 2.989120 390.825000
25573.000000 -0.000173 -0.000364 0.317795 90.796530 2.989280 392.166000
25574.000000 -0.000171 -0.000359 0.317976 90.701720 2.990070 390.204000
25575.000000 -0.000191 -0.000340 0.318507 88.106163 2.985740 387.672000
25576.000000 -0.000175 -0.000316 0.319027 88.049362 2.986660 391.553000
25577.000000 -0.000156 -0.000313 0.315810 89.748300 2.984880 387.070000
25578.000000 -0.000151 -0.000332 0.315140 91.081453 2.983420 389.883000
25579.000000 -0.000157 -0.000303 0.312780 89.280542 2.980140 390.506000
25580.000000 -0.000179 -0.000270 0.311641 85.294023 2.978330 387.332000
25581.000000 -0.000172 -0.000229 0.310611 84.653322 2.980980 391.611000
25582.000000 -0.000151 -0.000224 0.312925 87.763912 2.983310 389.352000
25583.000000 -0.000173 -0.000251 0.314425 85.291803 2.980590 389.085000
25584.000000 -0.000156 -0.000288 0.314652 88.699307 2.979840 386.258000
25585.000000 -0.000146 -0.000326 0.318670 91.303946 2.977170 389.792000
25586.000000 -0.000122 -0.000312 0.320448 93.457308 2.976840 393.087000
25587.000000 -0.000083 -0.000292 0.319071 97.094977 2.977870 390.462000
25588.000000 -0.000065 -0.000286 0.316891 98.903114 2.979870 388.509000
25589.000000 -0.000078 -0.000270 0.319178 97.718615 2.985030 389.154000
25590.000000 -0.000076 -0.000306 0.316993 97.716159 2.988440 393.621000
25591.000000 -0.000074 -0.000341 0.318407 97.997555 2.987590 388.732000
25592.000000 -0.000059 -0.000383 0.321491 99.026247 2.986600 390.881000
25593.000000 -0.000055 -0.000388 0.320584 99.181961 2.984830 390.266000
25594.000000 -0.000048 -0.000398 0.320707 99.441409 2.986380 385.812000
25595.000000 -0.000045 -0.000396 0.323172 99.536318 2.987940 389.772000
25596.000000 -0.000040 -0.000447 0.326199 99.586195 2.983160 384.908000
25597.000000 -0.000035 -0.000450 0.328774 99.632913 2.986280 388.249000
25598.000000 -0.000031 -0.000482 0.328061 99.559701 2.986660 387.238000
25599.000000 -0.000036 -0.000464 0.323893 99.600026 2.984060 385.067000
25600.000000 -0.000040 -0.000447 0.319179 99.589610 2.984830 390.704000
25601.000000 -0.000043 -0.000423 0.315844 99.545198 2.981260 386.504000
25602.000000 -0.000053 -0.000427 0.317451 99.392479 2.980860 384.629000
25603.000000 -0.000038 -0.000422 0.319049 99.667221 2.982730 389.529000
25604.000000 -0.000048 -0.000410 0.317986 99.444804 2.980330 387.957000
25605.000000 -0.000080 -0.000389 0.316053 98.265619 2.981770 388.378000
25606.000000 -0.000092 -0.000410 0.317097 98.204715 2.984420 388.819000
25607.000000 -0.000108 -0.000399 0.315957 97.133630 2.984330 389.669000
25608.000000 -0.000131 -0.000371 0.316275 94.540140 2.985520 387.595000
25609.000000 -0.000134 -0.000333 0.319287 92.795472 2.981000 388.380000
25610.000000 -0.000134 -0.000323 0.324885 92.492748 2.989790 391.723000
25611.000000 -0.000153 -0.000309 0.324712 89.965387 2.985750 388.402000
25612.000000 -0.000126 -0.000298 0.324819 92.629056 2.984750 386.850000
25613.000000 -0.000126 -0.000308 0.323024 92.881465 2.983850 387.163000
25614.000000 -0.000125 -0.000345 0.326685 94.079769 2.982160 388.330000
25615.000000 -0.000134 -0.000363 0.326771 93.997465 2.980090 385.998000
25616.000000 -0.000173 -0.000364 0.323844 90.850536 2.984280 388.396000
25617.000000 -0.000221 -0.000351 0.325924 87.062263 2.985160 388.443000
25618.000000 -0.000208 -0.000368 0.323538 88.892825 2.985070 382.920000
25619.000000 -0.000169 -0.000411 0.324752 93.635394 2.987230 390.052000
25620.000000 -0.000149 -0.000423 0.325805 95.380309 2.985180 386.087000
25621.000000 -0.000137 -0.000447 0.326035 97.002178 2.985540 384.911000
25622.000000 -0.000124 -0.000456 0.325870 97.925925 2.984970 386.773000
25623.000000 -0.000117 -0.000453 0.326981 98.197490 2.987440 387.884000
25624.000000 -0.000140 -0.000442 0.325866 96.624337 2.984620 386.083000
25625.000000 -0.000137 -0.000450 0.328127 97.093738 2.984920 386.976000
25626.000000 -0.000117 -0.000497 0.328195 99.216759 2.988310 389.223000
25627.000000 -0.000136 -0.000509 0.327622 98.851230 2.987010 383.160000
25628.000000 -0.000191 -0.000460 0.326469 94.978935 2.986180 385.436000
25629.000000 -0.000230 -0.000446 0.325018 92.462924 2.989630 386.047000
25630.000000 -0.000238 -0.000415 0.323057 90.266023 2.993600 387.138000
25631.000000 -0.000228 -0.000404 0.322714 90.117189 2.990730 389.315000
25632.000000 -0.000240 -0.000435 0.325594 91.319586 2.991570 386.378000
25633.000000 -0.000248 -0.000488 0.330438 93.463153 2.991700 385.481000
25634.000000 -0.000246 -0.000523 0.333082 94.863099 2.994540 384.969000
25635.000000 -0.000219 -0.000529 0.332527 96.559820 2.986030 384.688000
25636.000000 -0.000197 -0.000563 0.334426 98.402564 2.990800 385.787000
25637.000000 -0.000196 -0.000553 0.335495 98.171326 2.990570 387.241000
25638.000000 -0.000207 -0.000557 0.334139 97.893266 2.996340 389.375000
